source_file,year,round,rank,course,category,college,fees
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1986,M.S. Obstetrics and Gynecology,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2025,M.D. Radio Diagnosis,2AG,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2027,M.D. Dermatology,GM,"St.Johns Medical College, Bangalore",1280025.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2080,M.D. General Medicine,GM,Shri Atal Bihari Vajpayee Medical College & Research Institute,123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2280,M.D. General Medicine,GM,"Vijaynagar Institute of Medical Sciences, Bellary",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2290,M.D. Paediatrics,GM,"INDIRA GANDHI INSTITUTE OF CHILD HEALTH,",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2292,M.D. General Medicine,GM,Employees State Insurance Corporation Medical College Gulbarga,123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2300,M.D. General Medicine,GM,"Mandya Institute of Medical Sciences, Mandya",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2319,M.S. Orthopedics,GM,"Sanjay Gandhi Institute of Trauma and Orthopaedics, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2336,M.D. Radio Diagnosis,GM,"Mandya Institute of Medical Sciences, Mandya",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2337,M.D. General Medicine,GM,"JJM Medical College, Davangere",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2355,M.D. General Medicine,GM,"Hassan Institute of Medical Sciences, Hassan",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2358,M.D. Radio Diagnosis,GM,"Hassan Institute of Medical Sciences, Hassan",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2362,M.D. Radio Diagnosis,GM,"Shivamoga Institute of Medical Sciences,Shimoga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2368,M.S. Obstetrics and Gynecology,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2376,M.D. General Medicine,2BG,"Hassan Institute of Medical Sciences, Hassan",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2409,M.D. Radio Diagnosis,2AG,"Belagavi Institute of Medical Sciences, Belagavi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2430,M.D. Paediatrics,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2439,M.D. Dermatology,GM,"Hassan Institute of Medical Sciences, Hassan",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2446,M.D. Radio Diagnosis,GM,"Hassan Institute of Medical Sciences, Hassan",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2484,M.D. General Medicine,GM,"Vijaynagar Institute of Medical Sciences, Bellary",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2486,M.D. General Medicine,GM,"M S Ramaiah Medical College, Bangalore",808108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2492,M.D. General Medicine,GM,"Mandya Institute of Medical Sciences, Mandya",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2494,M.D. General Medicine,GM,"M S Ramaiah Medical College, Bangalore",808108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2506,M.D. Dermatology,GM,"Raichur Institute of Medical Sciences,Raichur",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2548,M.D. General Medicine,GM,"Gadag Institute of Medical Sciences, Mallasamudra, Mulgund Road, Gadag",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2550,M.D. Paediatrics,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2557,M.D. General Medicine,2AG,"Shivamoga Institute of Medical Sciences,Shimoga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2574,M.D. General Medicine,OPN,"St.Johns Medical College, Bangalore",1240025.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2705,M.D. General Medicine,3AG,"Mandya Institute of Medical Sciences, Mandya",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2727,M.D. Radio Diagnosis,,"St.Johns Medical College, Bangalore",1280025.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2742,M.D. Paediatrics,GM,"INDIRA GANDHI INSTITUTE OF CHILD HEALTH,",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2794,M.D. General Medicine,2AG,"Mandya Institute of Medical Sciences, Mandya",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2810,M.D. General Medicine,GM,"Belagavi Institute of Medical Sciences, Belagavi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2839,M.D. General Medicine,GM,"Belagavi Institute of Medical Sciences, Belagavi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2852,M.D. Radio Diagnosis,GM,"Gulbarga Institute of Medical Sciences, Gulbarga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2908,M.D. General Medicine,GM,"M S Ramaiah Medical College, Bangalore",808108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2913,M.D. General Medicine,,"Vijaynagar Institute of Medical Sciences, Bellary",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2915,M.D. Radio Diagnosis,3BG,"M S Ramaiah Medical College, Bangalore",808108.0
MCC_PG_STRAY_2025.csv,2025,STRAY,2952,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,2966,M.D. General Medicine,GM,"Gulbarga Institute of Medical Sciences, Gulbarga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3060,M.D. General Medicine,GM,"Gulbarga Institute of Medical Sciences, Gulbarga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3070,M.D. Paediatrics,GM,"INDIRA GANDHI INSTITUTE OF CHILD HEALTH,",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3130,M.D. Paediatrics,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3137,M.D. Radio Diagnosis,GM,"Raichur Institute of Medical Sciences,Raichur",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3144,M.D. General Medicine,1G,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3145,M.D. General Medicine,2AG,"Belagavi Institute of Medical Sciences, Belagavi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3166,M.D. Paediatrics,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3224,M.S. Obstetrics and Gynecology,GM,Shri Atal Bihari Vajpayee Medical College & Research Institute,123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3227,M.D. Radio Diagnosis,GM,"JJM Medical College, Davangere",783108.0
MCC_PG_STRAY_2025.csv,2025,STRAY,3246,M.D. (RADIO- DIAGNOSIS),,"Kidwai Memorial Institute of Oncolgy,Kidwai Memorial Institute of Oncolgy, Karnataka, 560029",
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3265,M.D. General Medicine,2AG,"M S Ramaiah Medical College, Bangalore",808108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3279,M.D. General Medicine,GM,"Raichur Institute of Medical Sciences,Raichur",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3281,M.D. Radio Diagnosis,,"St.Johns Medical College, Bangalore",1280025.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3304,M.D. Paediatrics,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3310,M.D. Radio Diagnosis,2BG,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3450,M.D. General Medicine,2AG,"Gadag Institute of Medical Sciences, Mallasamudra, Mulgund Road, Gadag",123400.0
MCC_PG_STRAY_2025.csv,2025,STRAY,3478,M.D. (GENERAL MEDICINE),,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.,Sri Venkateswara Institute of Medical Sciences, SVIMS, Alipiri Road, Tirupati, Andhra Pradesh, 517507",
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3487,M.S. Obstetrics and Gynecology,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3489,M.D. Paediatrics,3BG,"INDIRA GANDHI INSTITUTE OF CHILD HEALTH,",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3534,M.S. Obstetrics and Gynecology,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3558,M.D. General Medicine,GM,"JJM Medical College, Davangere",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3585,M.D. Radio Diagnosis,GM,"SDM College of Medical Sciences & Hospital, Sattur, Dharwad",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3611,M.D. Paediatrics,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3662,M.D. Radio Diagnosis,GM,"Kempegowda Institute of Medical Sciences, Bangalore",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3676,M.D. Radio Diagnosis,GM,"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3707,M.S. Orthopedics,GM,"Sanjay Gandhi Institute of Trauma and Orthopaedics, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3714,M.D. Radio Diagnosis,2BG,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3753,M.D. Dermatology,2AG,"Shivamoga Institute of Medical Sciences,Shimoga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3760,M.D. Dermatology,GM,"Gulbarga Institute of Medical Sciences, Gulbarga",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3775,M.D. Radio Diagnosis,GM,"A J Institute of Medical Sciences & Research Centre, Mangalore",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3780,M.D. Radio Diagnosis,3BG,"A J Institute of Medical Sciences & Research Centre, Mangalore",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3830,M.D. General Medicine,GM,Koppal Institute of Medical Sciences Koppal,123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3841,M.D. Radio Diagnosis,2AG,"Hassan Institute of Medical Sciences, Hassan",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3849,M.D. General Medicine,GM,"Karwar Institute of Medical Sciences, Karwar",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3881,M.D. Radio Diagnosis,GM,"S S Institute of Medical Sciences& Research Centre, Davangere",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3884,M.S. General Surgery,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3898,M.D. General Medicine,,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,3984,M.D. Radio Diagnosis,OPN,"Father Mullers Medical College, Mangalore",1387994.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,4017,M.D. General Medicine,GM,Chamrajanagar Institute of Medical Sciences Karnataka,123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,4044,M.D. General Medicine,OPN,"St.Johns Medical College, Bangalore",1240025.0
MCC_PG_STRAY_2025.csv,2025,STRAY,4048,M.D. (GENERAL MEDICINE),,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517501",
MCC_PG_STRAY_2025.csv,2025,STRAY,4867,M.D. (RADIO- DIAGNOSIS),,"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",
MCC_PG_STRAY_2025.csv,2025,STRAY,4870,M.D. (RADIO- DIAGNOSIS),,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",
MCC_PG_STRAY_2025.csv,2025,STRAY,4882,M.D. (GENERAL MEDICINE),,"Pandit Dindayal Upadhyay Medical College, RAJKOT,Pandit Dindayal Upadhyay Medical College, RAJKOT, Gujarat, 360001",
MCC_PG_STRAY_2025.csv,2025,STRAY,5176,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"Karnataka Medical College and Research Institute, Hubballi,Karnataka Medical College and Research Institute, Hubballi Karnataka, 580021",
MCC_PG_STRAY_2025.csv,2025,STRAY,5220,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE, Telangana, 500003",
MCC_PG_STRAY_2025.csv,2025,STRAY,5398,M.D. (RADIO- DIAGNOSIS),,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",
MCC_PG_STRAY_2025.csv,2025,STRAY,5527,M.S. (GENERAL SURGERY),,"ESIC Medical College and PGIMSR,ESIC Medical College and Hospital, KK Nagar, Chennai - 600 078, Tamil Nadu, 600078",
MCC_PG_STRAY_2025.csv,2025,STRAY,5669,M.D. (RADIO- DIAGNOSIS),,"Kakatiya Medical College,Kakatiya Medical College, Telangana, 506007",
MCC_PG_STRAY_2025.csv,2025,STRAY,5681,(NBEMS) GENERAL MEDICINE,,"Bangalore Baptist Hospital, ,Bangalore Baptist Hospital, Bellary Road, Hebbal, Bangalore - 560024, Karnataka, 560024",
MCC_PG_STRAY_2025.csv,2025,STRAY,5718,M.D. (GENERAL MEDICINE),,"S.V. Medical College, Tirupathi ,S.V. Medical College, Tirupathi, Andhra Pradesh, 517501",
MCC_PG_STRAY_2025.csv,2025,STRAY,5928,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"Siddhartha Medical College, Vijayawada,Siddhartha Medical College, Vijayawada, Andhra Pradesh, 520008",
MCC_PG_STRAY_2025.csv,2025,STRAY,5965,(NBEMS) RADIO- DIAGNOSIS,,"Apollo Hospital,,DNB office, 3rd Floor Opp Library Apollo Hospitals, Jubilee Hills, Hyderabad, Telangana, 500033",
MCC_PG_STRAY_2025.csv,2025,STRAY,6225,M.D. (RADIO- DIAGNOSIS),,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",
MCC_PG_STRAY_2025.csv,2025,STRAY,6259,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"GOVT. MEDICAL COLLEGE, AMRITSAR,GOVT. MEDICAL COLLEGE,CIRCULAR ROAD, AMRITSAR, Punjab, 143001",
MCC_PG_STRAY_2025.csv,2025,STRAY,6397,M.D. (GENERAL MEDICINE),,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA,VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BURLA, Odisha, 768017",
MCC_PG_STRAY_2025.csv,2025,STRAY,6504,M.D. (RADIO- DIAGNOSIS),,"Government Medical College, Surat,Government Medical College, Majuragate, Surat., Gujarat, 395001",
MCC_PG_STRAY_2025.csv,2025,STRAY,6517,M.D. (GENERAL MEDICINE),,"Pt. Raghunath Murmu Medical College & Hospital, Baripada Government,At- Rangamatia, Po- Laxmiposi, PS- Baripada Sadar, Via- Shankhabhanga, Dist- Mayurbhanj, Odisha",
MCC_PG_STRAY_2025.csv,2025,STRAY,6617,M.D. (GENERAL MEDICINE),,"Government Medical College, Nagpur,Government Medical College, Nagpur, Maharashtra, 440003",
MCC_PG_STRAY_2025.csv,2025,STRAY,6656,M.D. (RADIO- DIAGNOSIS),,"North Bengal Medical College,North Bengal Medical College, West Bengal, 734012",
MCC_PG_STRAY_2025.csv,2025,STRAY,7354,M.D. (GENERAL MEDICINE),,"ESIC MEDICAL COLLEGE, JOKA,ESI-PGIMSR & ESIC MEDICAL COLLEGE, JOKA, KOLKATA, WEST BENGAL, West Bengal, 700104",
MCC_PG_STRAY_2025.csv,2025,STRAY,7474,M.D. (GENERAL MEDICINE),,"Gauhati Medical College, Guwahati,Gauhati Medical College, Guwahati, Assam, 781032",
MCC_PG_STRAY_2025.csv,2025,STRAY,7606,M.D. (GENERAL MEDICINE),,"Tirunelveli Medical College,THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND,TIRUNELVELI-11, Tamil Nadu, 627011",
MCC_PG_STRAY_2025.csv,2025,STRAY,7716,M.D. (PAEDIATRICS),,"Osmania Medical Collge,5-1-876, Turrebaz Khan Rd, Troop Bazaar, Koti, Hyderabad, Telangana, Telangana, 500095",
MCC_PG_STRAY_2025.csv,2025,STRAY,7752,M.D. (GENERAL MEDICINE),,"Tirunelveli Medical College,THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND,TIRUNELVELI-11, Tamil Nadu, 627011",
MCC_PG_STRAY_2025.csv,2025,STRAY,7833,M.D. (GENERAL MEDICINE),,"ESIC Medical College and PGIMSR,ESIC Medical College and Hospital, KK Nagar, Chennai - 600 078, Tamil Nadu, 600078",
MCC_PG_STRAY_2025.csv,2025,STRAY,7881,(NBEMS) DERMATOLOGY and VENEREOLOGY and LEPROSY,,"GMERS Medical College and Hospital, ,paddoc road, near majewadi gate, junagadh, Gujarat, 362001",
MCC_PG_STRAY_2025.csv,2025,STRAY,7911,M.D. (GENERAL MEDICINE),,"Siddhartha Medical College, Vijayawada,Siddhartha Medical College, Vijayawada, Andhra Pradesh, 520008",
MCC_PG_STRAY_2025.csv,2025,STRAY,8041,(NBEMS) RADIO- DIAGNOSIS,,"Bangalore Baptist Hospital, ,Bangalore Baptist Hospital, Bellary Road, Hebbal, Bangalore - 560024, Karnataka, 560024",
MCC_PG_STRAY_2025.csv,2025,STRAY,8078,(NBEMS) RADIO- DIAGNOSIS,,"Fortis Hospital, ,Poonam Palaspagar - Academic Coordinator Fortis Hospital, Bannerghatta Road, Bangalore, Karnataka 5, Karnataka, 560076",
MCC_PG_STRAY_2025.csv,2025,STRAY,8278,M.D. (GENERAL MEDICINE),,"Kodagu Institute of Medical Sciences, Karnataka,Kodagu Institute of Medical Sciences Madikeri Kodagu, Karnataka, 571201",
MCC_PG_STRAY_2025.csv,2025,STRAY,8379,M.D. (GENERAL MEDICINE),,"KANYAKUMARI GOVERNMENT MEDICAL COLLEGE,KANYAKUMARI GOVERNMENT MEDICAL COLLEGE, Tamil Nadu, 629201",
MCC_PG_STRAY_2025.csv,2025,STRAY,8414,(NBEMS) RADIO- DIAGNOSIS,,"Fortis Hospital, ,Poonam Palaspagar - Academic Coordinator Fortis Hospital, Bannerghatta Road, Bangalore, Karnataka 5, Karnataka, 560076",
MCC_PG_STRAY_2025.csv,2025,STRAY,8425,M.D. (GENERAL MEDICINE),,"GOVERNMENT VELLORE MEDICAL COLLEGE,GOVERNMENT VELLORE MEDICAL COLLEGE, Tamil Nadu, 632011",
MCC_PG_STRAY_2025.csv,2025,STRAY,8544,(NBEMS) GENERAL MEDICINE,,"Government Multi Specialty Hospital, ,Director Health and Family Welfare Govt. Multi Speciality Hospital Sector 16 Chandigarh, Chandigarh, 160016",
MCC_PG_STRAY_2025.csv,2025,STRAY,8548,(NBEMS) GENERAL MEDICINE,,"T.S.R.T.C. HOSPITAL, Tarnaka Flyover, Abhilekhagaram, Amberpet, Secunderabad , Telangana-500007,TSRTC Hospital, Osmania University Main Rd, Abhilekhagaram, Tarnaka, Secunderabad, Hyderabad, Telangana 500007",
MCC_PG_STRAY_2025.csv,2025,STRAY,8614,(NBEMS) RADIO- DIAGNOSIS,,"Billroth Hospital,,43,Lakshmi Talkies Road, Shenoy Nagar, Chennai, Tamil Nadu, 600030",
MCC_PG_STRAY_2025.csv,2025,STRAY,8617,(NBEMS) RADIO- DIAGNOSIS,,"Sri Ramakrishna Hospital, ,395, Sarojini Naidu Road, Sidhapudur, Coimbatore - 641 044, Tamil Nadu, 641044",
MCC_PG_STRAY_2025.csv,2025,STRAY,8806,(NBEMS) RADIO- DIAGNOSIS,,"Sadhu Vaswani Missions ,7-9 Lane No 1 Koregaon Park Pune 411001, Maharashtra, 411001",
MCC_PG_STRAY_2025.csv,2025,STRAY,8814,M.D. (GENERAL MEDICINE),,"College of Medicine & Sagore Dutta Hospital,College of Medicine & Sagore Dutta Hospital, West Bengal, 700058",
MCC_PG_STRAY_2025.csv,2025,STRAY,8874,(NBEMS) RADIO- DIAGNOSIS,,"Shalby Hospital, ,DNB Program, Basement 2, Shalby hopsital , Opp. karnwati club, S. G. Highway Ahmedabad - 380015, Gujarat, 380015",
MCC_PG_STRAY_2025.csv,2025,STRAY,8903,M.D. (PAEDIATRICS),,"KURNOOL MEDICAL COLLEGE,KURNOOL MEDICAL COLLEGE, Andhra Pradesh, 518002",
MCC_PG_STRAY_2025.csv,2025,STRAY,8946,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),,"Sarojini Naidu Medical College, AGRA,Sarojini Naidu Medical College, AGRA, Uttar Pradesh, 282002",
MCC_PG_STRAY_2025.csv,2025,STRAY,8956,M.D. (RADIO- DIAGNOSIS),,"NAMO Medical Education and Research Institute, Dadra & Nagar Haveli & Daman & Diu,Sayli Road, Silvassa, DNH, Dadra And Nagar Haveli, 396230",
MCC_PG_STRAY_2025.csv,2025,STRAY,9059,M.D. (PAEDIATRICS),,"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",
MCC_PG_STRAY_2025.csv,2025,STRAY,9101,M.D. (PAEDIATRICS),,"Dr. Sampurnanand Medical College (SNMC), JODHPUR,Dr. Sampurnanand Medical College (SNMC), JODHPUR, Rajasthan, 342001",
MCC_PG_STRAY_2025.csv,2025,STRAY,9135,(NBEMS) RADIO- DIAGNOSIS,,"Polakulath Narayanan Renai Medicity Multi Super Specialty Hospital,,RENAIMEDICITY PALARIVATTOM KOCHI KERALA, Kerala, 682025",
MCC_PG_STRAY_2025.csv,2025,STRAY,9158,(NBEMS) GENERAL MEDICINE,,"Bhagat Phool Singh Govt. Medical College for Women,BHAGAT PHOOL SINGH GOVT. MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT, Haryana, 131305",
MCC_PG_STRAY_2025.csv,2025,STRAY,9159,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"Government Medical College, Nizamabad, Telangana State,Government Medical College, Nizamabad, Telangana State, Telangana, 503001",
MCC_PG_STRAY_2025.csv,2025,STRAY,9183,M.D. (GENERAL MEDICINE),,"Koppal Institute of Medical Sciences Koppal, Karnataka,Gangavati Road Kiddidal Gate koppal, Karnataka, 583231",
MCC_PG_STRAY_2025.csv,2025,STRAY,9186,(NBEMS) RADIO- DIAGNOSIS,,"Cancer Institute (WIA), No:38, Tamil Nadu,No.38 Sardar Patel Road,Chennai, Tamil Nadu, 600036",
MCC_PG_STRAY_2025.csv,2025,STRAY,9208,M.D. (PAEDIATRICS),,"B.J.Government Medical College, Pune,B.J.Government Medical College, Pune, Maharashtra, 411001",
MCC_PG_STRAY_2025.csv,2025,STRAY,9394,M.D. (PAEDIATRICS),,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGE GWALIOR, Madhya Pradesh, 474009",
